Class Name, Initialization Kind, Reason for Initialization
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings'
com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$NonNullMXBeanMapping, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
com.sun.jmx.mbeanserver.DescriptorCache, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.mbeanserver.DescriptorCache'
com.sun.jmx.mbeanserver.MXBeanMapping, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$NonNullMXBeanMapping
com.sun.jmx.mbeanserver.MXBeanMappingFactory, BUILD_TIME, super type of com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory
com.sun.jmx.remote.util.ClassLogger, BUILD_TIME, from feature com.oracle.svm.core.jdk.management.ManagementFeature.duringSetup with 'com.sun.jmx.remote.util.ClassLogger'
com.sun.management.GarbageCollectionNotificationInfo, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.GarbageCollectorMXBean, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.OperatingSystemMXBean, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.ThreadMXBean, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.UnixOperatingSystemMXBean, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.internal.OperatingSystemImpl$ContainerCpuTicks, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks$$Lambda/0x000000002bac46d0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks$$Lambda/0x000000002bac4b30, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks$$Lambda/0x000000002bac83c0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks$$Lambda/0x000000002bac44a0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks$$Lambda/0x000000002bac4900, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks$$Lambda/0x000000002bac8190, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.naming.internal.ResourceManager, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.naming.internal.VersionHelper, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.naming.internal.VersionHelper$InputStreamEnumeration, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy112, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy128, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy153, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy171, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy83, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy85, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy1.$Proxy88, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy10, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy100, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy225, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy31, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy86, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy2.$Proxy87, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy3.$Proxy4, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.proxy.jdk.proxy3.$Proxy73, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
com.sun.rowset.JdbcRowSetResourceBundle, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
com.sun.rowset.internal.CachedRowSetReader, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
com.sun.rowset.internal.CachedRowSetWriter, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
com.sun.rowset.providers.RIOptimisticProvider, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
com.sun.rowset.providers.RIXMLProvider, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
com.sun.security.jgss.ExtendedGSSContext, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss.ExtendedGSSContextImpl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss.ExtendedGSSCredential, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss.ExtendedGSSCredentialImpl, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.jgss.Extender, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.Client, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.NTLM, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.NTLM$Reader, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.NTLM$Writer, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.NTLMException, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.Version, BUILD_TIME, Core JDK classes are initialized at build time
com.sun.security.ntlm.Version[], BUILD_TIME, arrays are initialized at build time
double, BUILD_TIME, primitive types are initialized at build time
double[], BUILD_TIME, arrays are initialized at build time
double[][], BUILD_TIME, arrays are initialized at build time
float, BUILD_TIME, primitive types are initialized at build time
float[], BUILD_TIME, arrays are initialized at build time
int, BUILD_TIME, primitive types are initialized at build time
int[], BUILD_TIME, arrays are initialized at build time
int[][], BUILD_TIME, arrays are initialized at build time
int[][][], BUILD_TIME, arrays are initialized at build time
io.agroal.api.AgroalDataSource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSource$FlushMode, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSource$FlushMode[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.AgroalDataSourceListener, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSourceListener[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.AgroalDataSourceMetrics, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSource_83v3mgZs1bc75ou7lAXNtJCAcLA_Synthetic_Bean, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSource_83v3mgZs1bc75ou7lAXNtJCAcLA_Synthetic_ClientProxy, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalDataSource_Observer_Synthetic_ubUSlEqLpURmYJpwHA_2ZVmKrbQ, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalPoolInterceptor, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.AgroalPoolInterceptor$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.cache.Acquirable, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.cache.Acquirable[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.cache.ConnectionCache, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.cache.LocalConnectionCache, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.cache.LocalConnectionCache$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionFactoryConfiguration, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionFactoryConfiguration$IsolationLevel, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionFactoryConfiguration$IsolationLevel[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.configuration.AgroalConnectionFactoryConfiguration$TransactionIsolation, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionFactoryConfiguration$TransactionIsolation[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.configuration.AgroalConnectionPoolConfiguration, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$2, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$3, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$4, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ConnectionValidator$4$$Lambda/0x000000002bb5e860, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ExceptionSorter, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$ExceptionSorter$2, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$MultipleAcquisitionAction, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$MultipleAcquisitionAction[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$TransactionRequirement, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalConnectionPoolConfiguration$TransactionRequirement[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.configuration.AgroalDataSourceConfiguration, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalDataSourceConfiguration$DataSourceImplementation, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.AgroalDataSourceConfiguration$DataSourceImplementation[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.configuration.AgroalDataSourceConfiguration$MetricsEnabledListener, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalConnectionFactoryConfigurationSupplier, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalConnectionFactoryConfigurationSupplier$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalConnectionPoolConfigurationSupplier, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalConnectionPoolConfigurationSupplier$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalDataSourceConfigurationSupplier, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.configuration.supplier.AgroalDataSourceConfigurationSupplier$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.exceptionsorter.PostgreSQLExceptionSorter, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.security.AgroalDefaultSecurityProvider, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.security.AgroalKerberosSecurityProvider, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.security.AgroalSecurityProvider, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.security.NamePrincipal, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.security.SimplePassword, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.transaction.TransactionAware, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.transaction.TransactionAware$SQLCallable, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.transaction.TransactionAware[], BUILD_TIME, arrays are initialized at build time
io.agroal.api.transaction.TransactionIntegration, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.transaction.TransactionIntegration$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.api.transaction.TransactionIntegration$ResourceRecoveryFactory, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.BaseXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.ConnectableLocalXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.ErrorConditionXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.FirstResourceBaseXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.LocalXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.NarayanaTransactionIntegration, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.NarayanaTransactionIntegration$$Lambda/0x000000002bc0c460, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.NarayanaTransactionIntegration$$Lambda/0x000000002bc0c8c0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.NarayanaTransactionIntegration$$Lambda/0x000000002bc0caf0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.NarayanaTransactionIntegration$AgroalXAResourceRecovery, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.NarayanaTransactionIntegration$InterposedSynchronization, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.NarayanaTransactionIntegration$TransactionPhase, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.NarayanaTransactionIntegration$TransactionPhase[], BUILD_TIME, arrays are initialized at build time
io.agroal.narayana.RecoveryXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc14ff8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc15b50, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc16678, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc168a8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc16ad8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc16d08, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$$Lambda/0x000000002bc16f38, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.narayana.RecoveryXAResource$XAFunction, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.narayana.XAExceptionUtils, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionFactory, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionFactory$$Lambda/0x000000002bb2cc00, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionFactory$$Lambda/0x000000002bb366c0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionFactory$Mode, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionFactory$Mode[], BUILD_TIME, arrays are initialized at build time
io.agroal.pool.ConnectionHandler, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionHandler$$Lambda/0x000000002b9934c8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionHandler$DirtyAttribute, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionHandler$DirtyAttribute[], BUILD_TIME, arrays are initialized at build time
io.agroal.pool.ConnectionHandler$State, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionHandler$State[], BUILD_TIME, arrays are initialized at build time
io.agroal.pool.ConnectionHandler[], BUILD_TIME, arrays are initialized at build time
io.agroal.pool.ConnectionPool, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb2dd58, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb3c8b8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb3cd38, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb41ce8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb444a0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$$Lambda/0x000000002bb446d0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.ConnectionPool$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$DestroyConnectionTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$FlushTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$LeakTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$LeakTask$LeakConnectionTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$ReapTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$ReapTask$ReapConnectionTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$ValidationTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$ValidationTask$ValidateConnectionTask, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.ConnectionPool$ValidationTask$ValidateConnectionTask$$Lambda/0x000000002bb4ac88, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.DataSource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.DefaultMetricsRepository, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.DefaultMetricsRepository$$Lambda/0x000000002bb3cf78, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.DefaultMetricsRepository$$Lambda/0x000000002bb3d1a0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.MetricsRepository, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.MetricsRepository$EmptyMetricsRepository, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.Pool, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.Poolless, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.Poolless$$Lambda/0x000000002bb30250, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.Poolless$$Lambda/0x000000002bb308c8, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.Poolless$$Lambda/0x000000002bb30d60, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.Poolless$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.AutoCloseableElement, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.AutoCloseableElement$AutoCloseableElementHead, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.InterceptorHelper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.ListenerHelper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.PriorityScheduledExecutor, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.PriorityScheduledExecutor$$Lambda/0x000000002bb3e340, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.util.PriorityScheduledExecutor$$Lambda/0x000000002bb3e7b0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.util.PriorityScheduledExecutor$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.PriorityScheduledExecutor$PriorityExecutorThreadFactory, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.PropertyInjector, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.PropertyInjector$$Lambda/0x000000002bb31cf0, BUILD_TIME, proxy/lambda classes with all interfaces explicitly marked as --initialize-at-build-time are also initialized at build time
io.agroal.pool.util.StampedCopyOnWriteArrayList, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.StampedCopyOnWriteArrayList$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.StampedCopyOnWriteArrayList$UncheckedIterator, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.UncheckedArrayList, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.UncheckedArrayList$1, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.UncheckedArrayList$UncheckedIterator, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.VirtualThreadUtil, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.util.XAConnectionAdaptor, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.CallableStatementWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.ConnectionWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.PreparedStatementWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.ResultSetWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.StatementWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.XAConnectionWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.XAResourceWrapper, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedCallableStatement, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedConnection, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedPreparedStatement, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedResultSet, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedStatement, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedXAConnection, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.agroal.pool.wrapper.closed.ClosedXAResource, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
io.grpc.CallCredentials, BUILD_TIME, from feature io.quarkus.runner.Feature.duringSetup with ''
